neuron_id,explanation_1,explanation_2
layer_9_neuron_394,Strongly activates for proteins with a high molecular weight and significant charge at pH 7.,Strongly activates for proteins with a high charge at pH 7 and specific catalytic activities related to small molecule interconversion.
layer_9_neuron_403,Strongly activates for sequences of multi-pass membrane proteins with varying hydrophobicity and significant charge at pH 7.,Strongly activates for proteins with high molecular weight and significant membrane localization.
layer_9_neuron_400,Strongly activates for sequences of proteins involved in enzymatic activities with varying molecular weights and isoelectric points.,"Strongly activates for proteins with moderate molecular weight and varied isoelectric points, suggesting specific functional roles across different biological processes."
layer_9_neuron_395,Strongly activates for secreted peptides involved in neuropeptide signaling pathways.,Strongly activates for sequences containing neuropeptides with hydrophobic characteristics and significant sheet fractions.
layer_9_neuron_407,Strongly activates for proteins with high molecular weight and significant DNA binding functions.,Strongly activates for proteins with high isoelectric points and significant negative GRAVY scores.
layer_9_neuron_398,Strongly activates for proteins with high molecular weight and positive gravy scores.,Strongly activates for proteins with high molecular weight and substantial charge at pH 7.
layer_9_neuron_399,Strongly activates for proteins with high molecular weights and diverse secondary structure compositions.,Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.
layer_9_neuron_378,"""Strongly activates for proteins involved in DNA replication initiation and regulation with varying molecular weights.""",Strongly activates for proteins with high molecular weights and negative gravy scores.
layer_9_neuron_396,Strongly activates for proteins with high molecular weight and significant charged residues at pH 7.,Strongly activates for proteins with significant hydrophobic character and high molar mass.
layer_9_neuron_405,Strongly activates for large ribosomal subunit proteins (uL24) involved in translation and rRNA binding.,Strongly activates for large ribosomal subunit proteins (uL24) involved in translation with negative gravy scores.
layer_9_neuron_392,"""Strongly activates for proteins with negative gravy scores and significant charge at pH 7.""","""Strongly activates for proteins with a negative gravy score and significant enzymatic activity in metabolic processes."""
layer_9_neuron_380,"""Strongly activates for proteins involved in D-gluconate metabolic processes and pentose phosphate pathway.""","Strongly activates for proteins with catalytic activity in the pentose phosphate pathway, specifically 6-phosphogluconate dehydrogenase."
layer_9_neuron_410,Strongly activates for proteins with multi-pass membrane structures involved in flavin adenine dinucleotide binding.,Strongly activates for multi-pass membrane proteins with helix fractions around 0.34-0.37 and positive charge at pH 7.
layer_9_neuron_401,Strongly activates for proteins involved in DNA recombination and repair processes with moderate instability indices and significant helix and sheet fractions.,Strongly activates for proteins involved in DNA recombination and repair processes with a molecular weight around 10-33 kDa.
layer_9_neuron_406,Strongly activates for flagellar proteins with negative gravy scores and structural molecule activity.,Strongly activates for flagellin proteins involved in bacterial motility with low to moderate molecular weights and negative gravy scores.
layer_9_neuron_404,"""Strongly activates for adenylate kinases involved in AMP salvage and cellular energy homeostasis.""",Strongly activates for adenylate kinases with cytoplasmic localization involved in AMP salvage and ATP binding.
layer_9_neuron_409,Strongly activates for proteins with a significant proportion of beta-sheet structure and related to metal ion binding functions.,Strongly activates for sequences of membrane proteins with a high proportion of beta-sheet structure and involved in metal ion binding.
layer_9_neuron_411,Strongly activates for proteins with negative gravy scores and varying helix and sheet fractions.,"Strongly activates for proteins with negative gravy scores and varied structural element fractions (helix, turn, sheet)."
layer_9_neuron_417,Strongly activates for proteins with zinc ion binding function and located in the nucleus.,Strongly activates for proteins involved in segmentation processes with zinc ion binding function and negative gravy scores.
layer_9_neuron_402,Strongly activates for proteins with moderate to high instability indices and negative gravy scores.,"""Strongly activates for proteins with a high proportion of sheet fraction and negative gravy scores."""
layer_9_neuron_416,Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.,Strongly activates for sequences of C-type lectins with negative gravy scores and high molecular weights involved in membrane-associated functions.
layer_9_neuron_408,"""Strongly activates for proteins involved in amino acid biosynthesis and transposition with high molecular weights.""",Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_9_neuron_420,Strongly activates for proteins associated with tRNA thiolation and secreted hydrolase functions.,"""Strongly activates for proteins with catalytic activity in tRNA modification and significant hydrophilicity as indicated by negative gravy scores."""
layer_9_neuron_413,"""Strongly activates for multi-pass membrane proteins involved in mitochondrial structure maintenance.""","""Strongly activates for multi-pass membrane proteins involved in mitochondrial cristae formation."""
layer_9_neuron_414,Strongly activates for sequences of single-pass type I membrane proteins with negative gravy scores and high molecular weights.,Strongly activates for protein sequences with a high charge at pH 7 and negative gravy scores.
layer_9_neuron_373,Strongly activates for proteins with nuclease activity involved in rRNA processing and a negative gravy score.,Strongly activates for proteins with a high molecular weight and associated with RNA processing and nuclease activity.
layer_9_neuron_424,"""Strongly activates for proteins with moderate molecular weight and low gravy scores.""","""Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions."""
layer_9_neuron_421,Strongly activates for sequences of proteins with FAD binding capabilities involved in carbon monoxide or xanthine metabolism.,Strongly activates for proteins with FAD binding involved in the purine catabolic process.
layer_9_neuron_425,Strongly activates for proteins with ribonuclease activity and associated with neuronal differentiation regulation.,Strongly activates for proteins involved in nuclease activity and neuronal differentiation.
layer_9_neuron_412,Strongly activates for thiopurine S-methyltransferase proteins located in the cytoplasm with a high charge at pH 7.,Strongly activates for proteins with a high molecular weight and are thiopurine S-methyltransferases located in the cytoplasm.
layer_9_neuron_427,"""Strongly activates for proteins with moderate molecular weights, negative gravy scores, and significant helical and sheet fractions.""",Strongly activates for proteins with negative gravy scores involved in metabolic processes.
layer_9_neuron_418,"""Strongly activates for proteins with significant helix and sheet fractions involved in cytoskeletal functions.""",Strongly activates for proteins with cytoskeletal functions and varying molecular weights.
layer_9_neuron_429,Strongly activates for multi-pass membrane proteins with significant sheet fraction and positive GRAVY scores.,Strongly activates for sequences of multi-pass membrane proteins with olfactory receptor functions.
layer_9_neuron_428,Strongly activates for mitochondrial single-pass membrane proteins with moderate to high instability indices and negative gravy scores.,Strongly activates for mitochondrial proteins with negative gravy scores and high charge at pH 7.
layer_9_neuron_415,Strongly activates for proteins involved in the pentose phosphate pathway with a consistent function as 6-phosphogluconate dehydrogenase.,Strongly activates for proteins with a shared function in catalyzing the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate.
layer_9_neuron_426,Strongly activates for proteins with negative gravy scores and notable charge at pH 7.,Strongly activates for proteins with negative gravy scores and characteristic helical structures.
layer_9_neuron_431,Strongly activates for multi-pass membrane proteins with high sheet fraction and varied gravy scores.,Strongly activates for multi-pass membrane proteins with varying hydrophobicity and high helical content.
layer_9_neuron_423,"""Strongly activates for proteins with low gravy scores and significant alpha-helical content.""",Strongly activates for proteins with high charge at pH 7 and significant sheet fraction.
layer_9_neuron_432,Strongly activates for transcription factors with high molecular weight and negative gravy scores.,Strongly activates for nuclear transcription factors with high molecular weights and negative gravy scores.
layer_9_neuron_422,Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.,Strongly activates for proteins with negative gravy scores involved in membrane transport and cellular processes.
layer_9_neuron_433,Strongly activates for sequences of polyubiquitin with negative gravy scores and high molecular weights.,Strongly activates for polyubiquitin proteins involved in mRNA binding and cellular signaling functions.
layer_9_neuron_436,"""Strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis.""","""Strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis."""
layer_9_neuron_434,Strongly activates for nucleotidases involved in phosphatase activity on nucleoside 5'-monophosphates.,Strongly activates for nucleotidases with negative gravy scores involved in nucleotide metabolism.
layer_9_neuron_437,Strongly activates for proteins with a specific role in DNA replication initiation and regulation.,Strongly activates for sequences with negative gravy scores and high charge at pH 7.
layer_9_neuron_438,Strongly activates for proteins involved in nucleotide metabolism with specific hydrolase activity.,"Strongly activates for proteins with molecular weights around 22000-35000 and negative gravy scores, indicating a preference for moderately hydrophilic proteins."
layer_9_neuron_439,Strongly activates for probable disease resistance proteins from Arabidopsis thaliana with negative gravy scores and high charge at pH 7.,Strongly activates for probable disease resistance proteins with negative gravy scores.
layer_9_neuron_430,Strongly activates for tRNA dimethylallyltransferases involved in tRNA modification with molecular weights around 31-33 kDa and negative gravy scores.,Strongly activates for tRNA dimethylallyltransferases with negative gravy scores and high helix fractions.
layer_9_neuron_443,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,Strongly activates for proteins with negative gravy scores and high molecular weights associated with electron transfer and replication functions.
layer_9_neuron_442,Strongly activates for proteins with high molecular weights and a significant presence of helical structures.,Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_9_neuron_419,Strongly activates for DNA replication and repair proteins with negative gravy scores.,Strongly activates for DNA replication and repair proteins with high molecular weight and negative gravy scores.
layer_9_neuron_451,"Strongly activates for large ribosomal subunit proteins with rRNA binding functions involved in translation, exhibiting varying molecular weights and isoelectric points.",Strongly activates for large ribosomal subunit proteins involved in translation with negative gravy scores.
layer_9_neuron_449,Strongly activates for proteins with high charge at pH 7 and significant sheet fractions.,Strongly activates for sequences of G protein-coupled receptors with high helix and sheet fractions.
layer_9_neuron_441,Strongly activates for proteins involved in fatty acid biosynthesis with varying molecular weights and isoelectric points.,Strongly activates for proteins involved in fatty acid biosynthetic processes with varying isoelectric points.
layer_9_neuron_440,Strongly activates for proteins with negative gravy scores and high helix fraction.,Strongly activates for sequences with specific functions in GTPase activity and protein synthesis processes.
layer_9_neuron_435,Strongly activates for sequences of proteins involved in membrane-associated enzymatic activities with negative gravy scores.,"Strongly activates for proteins with negative gravy scores and diverse structural features (helix, turn, sheet fractions)."
layer_9_neuron_447,Strongly activates for protein sequences with moderate molecular weights and a significant proportion of beta-sheet structures.,Strongly activates for proteins with a high charge at pH 7 and significant beta-sheet content.
layer_9_neuron_453,Strongly activates for multi-pass membrane proteins involved in amino acid transport processes.,Strongly activates for multi-pass membrane proteins involved in amino acid transport processes.
layer_9_neuron_444,"""Strongly activates for proteins with high charge at pH 7 and a significant fraction of helical structure.""",Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.
layer_9_neuron_454,Strongly activates for proteins with nuclease activity and a negative gravy score.,Strongly activates for proteins with nuclease activity involved in rRNA processing and ribosomal proteins with high charge at pH 7.
layer_9_neuron_450,Strongly activates for proteins with negative gravy scores and high molecular weights.,Strongly activates for proteins with negative gravy scores and high molecular weights.
layer_9_neuron_445,Strongly activates for cytoplasmic ATP-binding proteins with negative gravy scores.,Strongly activates for proteins with negative gravy scores and high charge at pH 7.
layer_9_neuron_460,Strongly activates for secreted neuropeptides associated with neuropeptide signaling pathways.,Strongly activates for secreted neuropeptides involved in neuropeptide signaling pathways.
layer_9_neuron_446,Strongly activates for multi-pass membrane proteins with olfactory receptor activity.,Strongly activates for olfactory receptors and cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis.
layer_9_neuron_462,Strongly activates for multi-pass membrane proteins involved in G protein-coupled receptor signaling pathways.,Strongly activates for multi-pass membrane proteins with significant G-protein coupled receptor activity.
layer_9_neuron_459,Strongly activates for multi-pass membrane proteins involved in ion transport and cell signaling functions.,Strongly activates for multi-pass membrane proteins involved in cellular transport processes.
layer_9_neuron_455,Strongly activates for proteins with high molecular weight and structural roles in ribosome or enzyme functions.,"""Strongly activates for proteins with high molecular weights involved in translation and ribosomal functions."""
layer_9_neuron_457,Strongly activates for multi-pass membrane proteins with high gravy scores.,Strongly activates for multi-pass membrane proteins with high molecular weights and positive gravy scores.
layer_9_neuron_463,Strongly activates for sequences of secreted metalloproteinases with negative gravy scores.,Strongly activates for proteins with secreted functions involved in proteolysis and toxin activity.
layer_9_neuron_452,Strongly activates for ribosomal proteins with low gravy scores and significant helix and sheet fractions.,"Strongly activates for proteins with high molecular weight, predominantly ribosomal proteins with significant helix and sheet fractions."
layer_9_neuron_456,Strongly activates for proteins with a molecular weight between 13000-39000 Daltons and a negative gravy score.,Strongly activates for tyrosine-protein phosphatases with high isoelectric points and negative gravy scores.
layer_9_neuron_461,Strongly activates for proteins with moderate to high instability indices and negative gravy scores.,Strongly activates for proteins with a negative gravy score and an isoelectric point above 8.
layer_9_neuron_465,"""Strongly activates for proteins involved in the pentose phosphate pathway with various catalytic activities.""",Strongly activates for proteins with moderate to high molecular weights involved in metabolic processes and cellular regulation.
layer_9_neuron_448,Strongly activates for CinA-like proteins with an average helix fraction around 0.35 and a negative gravy score.,Strongly activates for CinA-like proteins with varying molecular weights and negative or near-zero gravy scores.
layer_9_neuron_464,Strongly activates for proteins with high molecular weight and significant charge at pH 7.,Strongly activates for proteins with high molecular weight and significant charge at pH 7.
layer_9_neuron_458,"""Strongly activates for proteins involved in DNA replication and repair with significant charge at pH 7.""",Strongly activates for proteins involved in DNA replication and repair with high molecular weight and negative gravy scores.
layer_9_neuron_470,"""Strongly activates for proteins involved in secondary metabolite biosynthetic processes with varying molecular weights and isoelectric points.""",Strongly activates for proteins with O-methyltransferase activity involved in secondary metabolite biosynthesis.
layer_9_neuron_466,Strongly activates for sequences of flagellin proteins involved in bacterial flagellum formation.,Strongly activates for flagellin proteins involved in bacterial flagellum structure and motility.
layer_9_neuron_472,"Strongly activates for proteins with negative gravy scores and varying helix, turn, and sheet fractions.",Strongly activates for proteins with negative gravy scores and significant helix fractions.
layer_9_neuron_468,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.
layer_9_neuron_469,Strongly activates for proteins with a negative gravy score and significant structural features such as helix and sheet fractions.,Strongly activates for proteins with negative gravy scores and significant sheet fractions.
layer_9_neuron_467,Strongly activates for proteins with tryptophan synthase activity involved in amino acid biosynthesis.,Strongly activates for proteins involved in tryptophan biosynthesis and transcriptional regulation with moderate to high molecular weights.
layer_10_neuron_6,Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.,Strongly activates for proteins with high molecular weight and varying isoelectric points.
layer_9_neuron_471,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins involved in neuronal differentiation with significant protein ubiquitination pathways.
layer_10_neuron_3,Strongly activates for proteins with substantial charge at pH 7 and significant helix and sheet fractions.,Strongly activates for proteins with multiple transmembrane regions and negative gravy scores.
layer_10_neuron_0,"""Strongly activates for sequences of Mitogen-activated protein kinase kinase kinase 7 (MAP3K7) with negative gravy scores.""","""Strongly activates for sequences of Mitogen-activated protein kinase kinase kinase 7 with a molecular weight around 67 kDa and negative gravy scores."""
layer_9_neuron_476,Strongly activates for proteins with high molecular weight and significant α-helix and β-sheet content.,Strongly activates for proteins involved in glycosyltransferase activity with a high instability index.
layer_9_neuron_474,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with negative gravy scores and significant charge at pH 7.
layer_10_neuron_2,Strongly activates for proteins with GTPase activity and significant cytoplasmic localization.,Strongly activates for proteins with negative gravy scores and high molecular weight.
layer_9_neuron_475,Strongly activates for proteins with high molecular weight and significant helix and sheet fractions involved in membrane transport and enzymatic functions.,Strongly activates for proteins involved in membrane transport with diverse isolectric points and substantial helix and sheet fractions.
layer_9_neuron_473,Strongly activates for proteins with negative gravy scores and involving tryptophan synthase activity.,Strongly activates for proteins involved in tryptophan biosynthesis with negative gravy scores.
layer_10_neuron_7,Strongly activates for proteins with negative gravy scores involved in steroid biosynthesis and ATP binding.,Strongly activates for proteins involved in steroid biosynthesis with negative gravy scores.
layer_9_neuron_479,Strongly activates for proteins with unstable properties and high charge at pH 7.,Strongly activates for proteins with a high charge at pH 7 and significant sheet fraction content.
layer_9_neuron_477,Strongly activates for proteins with negative gravy scores and a cytoplasmic subcellular location.,Strongly activates for proteins with negative gravy scores and isoelectric points around 5 to 6.
layer_10_neuron_4,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""","Strongly activates for proteins with high charge at pH 7 and varying helix, turn, and sheet fractions."
layer_10_neuron_11,Strongly activates for proteins involved in sodium ion transport with negative gravy scores.,Strongly activates for proteins involved in sodium ion transport with significant hydrophilic properties.
layer_10_neuron_1,"""Strongly activates for proteins with negative gravy scores and high charge at pH 7.""",Strongly activates for proteins with high charge at pH 7 and significant helix and sheet fractions.
layer_10_neuron_10,"""Strongly activates for single-pass type I membrane proteins involved in immune signaling pathways.""",Strongly activates for sequences of single-pass type I membrane proteins involved in immune signaling pathways.
layer_10_neuron_14,Strongly activates for proteins with significant sheet fractions and low to negative gravy scores.,Strongly activates for protein sequences with low gravy scores and significant sheet fraction.
layer_10_neuron_13,"Strongly activates for proteins with diverse molecular weights, varying isoelectric points, and significant roles in transcription regulation and cellular response.","""Strongly activates for proteins with a high charge at pH 7 and associated with cellular response and transcription regulation."""
layer_10_neuron_9,Strongly activates for multi-pass membrane proteins involved in toxin biosynthetic processes with high hydrophobicity (gravy scores > 0.8).,Strongly activates for multi-pass membrane proteins associated with toxin biosynthetic processes.
layer_10_neuron_8,Strongly activates for sequences of proteins with high molecular weights and significant helical and sheet content.,"Strongly activates for proteins with high molecular weight, negative hydropathy indices, and significant helical and sheet fractions."
layer_10_neuron_20,Strongly activates for proteins with positive charge at pH 7 and significant alpha-helix content.,Strongly activates for proteins with high molecular weight and significant helix fractional content.
layer_9_neuron_478,"Strongly activates for proteins involved in L-arginine and ornithine biosynthesis, exhibiting glutamate N-acetyltransferase activity.","Strongly activates for arginine biosynthesis bifunctional proteins with varying molecular weights and isoelectric points, predominantly located in the cytoplasm."
layer_10_neuron_16,Strongly activates for proteins involved in NAD biosynthetic processes with high charge at pH 7.,Strongly activates for proteins involved in NAD biosynthetic processes with significant catalytic activity related to nicotinate-nucleotide adenylyltransferase.
layer_10_neuron_12,"Strongly activates for proteins with nucleotidase activity located in the cytoplasm, exhibiting varied molecular weights around 27-28 kDa and negative gravy scores.","Strongly activates for proteins with significant nucleotidase activity located in the cytoplasm, having a negative gravy score and an isolectric point around 5.2 to 5.6."
layer_10_neuron_5,Strongly activates for proteins with moderate to high molecular weight and significant helix and sheet fractions.,Strongly activates for proteins with high molecular weight and significant α-helix and β-sheet content.
layer_10_neuron_17,Strongly activates for proteins with moderate to high molecular weights and varying isoelectric points.,Strongly activates for proteins with a negative gravy score and a high charge at pH 7.
layer_10_neuron_21,Strongly activates for multi-pass membrane proteins with high molecular weights and significant positive charge at pH 7.,Strongly activates for multi-pass membrane proteins with positive gravy scores and high molecular weights.
layer_10_neuron_15,"Strongly activates for proteins involved in chromosomal replication and ATP binding, with negative gravy scores and moderate to high molecular weights.","""Strongly activates for proteins involved in DNA replication with negative gravy scores."""
layer_10_neuron_19,Strongly activates for endoribonucleases involved in mRNA catabolic processes with negative gravy scores.,Strongly activates for endoribonucleases involved in mRNA catabolic processes with negative gravy scores.
layer_10_neuron_18,Strongly activates for proteins involved in nitrogen fixation with negative gravy scores.,Strongly activates for proteins involved in nitrogen fixation with varying molecular weights and negative gravy scores.
layer_10_neuron_32,Strongly activates for proteins with low isoelectric points and negative gravy scores.,Strongly activates for proteins with negative gravy scores and significant helix fractions.
layer_10_neuron_25,"Strongly activates for proteins with an isoelectric point around 5.5 to 8.9 and a significant proportion of structured elements (helix, sheet, and turn fractions).",Strongly activates for proteins with a molecular weight around 30-60 kDa and a high instability index.
layer_10_neuron_35,Strongly activates for multi-pass membrane proteins involved in biosynthesis and detoxification processes.,Strongly activates for sequences of multi-pass membrane proteins involved in biosynthetic processes or detoxification pathways.
layer_10_neuron_22,Strongly activates for proteins with high molecular weight and substantial helix and sheet fractions.,Strongly activates for proteins with a negative gravy score and high helix fraction.
layer_10_neuron_29,Strongly activates for proteins with a high charge at pH 7 and a negative gravy score.,Strongly activates for proteins with high molecular weights and significant helix fractions.
layer_10_neuron_30,"""Strongly activates for proteins with high charge at pH 7 and significant helix and sheet fractions.""",Strongly activates for proteins with significant membrane transport functions and a negative to neutral gravy score.
layer_10_neuron_37,Strongly activates for proteins with high charge at pH 7 and notable instability indices.,Strongly activates for proteins with high charge at pH 7 and significant helix fraction.
layer_10_neuron_31,Strongly activates for proteins involved in the D-gluconate metabolic process with significant catalytic activity in the pentose phosphate pathway.,Strongly activates for proteins involved in D-gluconate metabolic processes with significant catalytic activity in the pentose phosphate pathway.
layer_10_neuron_24,Strongly activates for proteins with negative to neutral gravy scores involved in motility and transport functions.,"Strongly activates for proteins with negative or low gravy scores, involved in flagellar assembly and motility."
layer_10_neuron_36,Strongly activates for proteins with low gravy scores and associated with the large ribosomal subunit assembly.,"Strongly activates for proteins with negative gravy scores and high helix and sheet fractions, involved in ribosomal functions."
layer_10_neuron_39,"""Strongly activates for multi-pass membrane proteins involved in receptor signaling and ion channel activity.""","""Strongly activates for multi-pass membrane proteins with significant helical and sheet fractions."""
layer_10_neuron_27,Strongly activates for multi-pass membrane proteins with significant G-protein coupled receptor activity.,Strongly activates for multi-pass membrane proteins with significant G-protein coupled receptor activity and diverse charge properties.
layer_10_neuron_23,Strongly activates for DNA-directed RNA polymerase subunits with high molecular weights and positive gravy scores.,Strongly activates for sequences of DNA-directed RNA polymerase subunits with a mol_weight around 6270-8416 and an iso_point range of 8.19-10.16.
layer_10_neuron_44,"Strongly activates for proteins with varying molecular weights but consistently negative gravy scores and significant helices, turns, and sheets.","Strongly activates for proteins with negative gravy scores involved in metabolic processes, particularly the pentose phosphate pathway."
layer_10_neuron_26,Strongly activates for proteins with low isoelectric points and negative gravy scores.,"Strongly activates for proteins with high molecular weight, negative gravy scores, and significant helix and sheet fractions."
layer_10_neuron_28,Strongly activates for nucleotidase proteins involved in nucleotide binding and phosphatase activity.,"""Strongly activates for proteins identified as 5'-nucleotidases showing phosphatase activity on nucleoside 5'-monophosphates."""
layer_10_neuron_40,Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes.,Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes.
layer_10_neuron_33,Strongly activates for proteins with high instability indices and positive grand average hydropathy (gravy) scores.,Strongly activates for proteins with high molecular weights and significant hydrophobic properties.
layer_10_neuron_38,Strongly activates for ATP-dependent DNA helicases with high molecular weights and basic isoelectric points.,Strongly activates for ATP-dependent DNA helicases with high molecular weight and significant sheet fraction.
layer_10_neuron_46,Strongly activates for secreted proteins with high molecular weight and varying isoelectric points.,Strongly activates for secreted proteins with high molecular weight and varied hydrophobic properties.
layer_10_neuron_49,"""Strongly activates for proteins with elevated molecular weights and negative gravy scores.""","Strongly activates for proteins with high molecular weight and significant helix and sheet fractions, involved in membrane functions."
layer_10_neuron_34,Strongly activates for proteins with an average isoelectric point around 7.8 and associated with membrane transport or enzymatic functions.,Strongly activates for proteins with high charge at pH 7 and significant helix fractions.
layer_10_neuron_47,Strongly activates for glycosyltransferases involved in kanamycin biosynthesis with varied molecular weights.,"Strongly activates for proteins involved in kanamycin biosynthesis, displaying diverse molecular weights and isoelectric points."
layer_10_neuron_45,Strongly activates for proteins with high molecular weight and significant helix fraction.,Strongly activates for proteins with significant membrane localization and varied isoelectric points.
layer_10_neuron_42,Strongly activates for cytoplasmic proteins involved in RNA processing and germ cell development.,"""Strongly activates for proteins with high instability indexes and negative gravy scores."""
layer_10_neuron_50,Strongly activates for proteins involved in neuron differentiation and ubiquitination processes.,Strongly activates for proteins involved in protein ubiquitination and neuron differentiation.
layer_10_neuron_48,"""Strongly activates for cytochrome P450 monooxygenases with varying molecular weights and high instability indices.""",Strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis with molecular weights between 23705.92 and 40367.16.
layer_10_neuron_53,Strongly activates for HTH-type transcriptional regulators involved in DNA-binding and transcription regulation.,Strongly activates for HTH-type transcriptional regulators with high molecular weight and negative gravy scores.
layer_10_neuron_41,Strongly activates for secreted proteins with significant metal ion binding activity involved in enzymatic functions.,Strongly activates for secreted proteins with metal ion binding and proteolytic activity.
layer_10_neuron_51,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for cytoplasmic proteins with high molecular weight and significant nuclease or enzymatic activity.
layer_10_neuron_52,"""Strongly activates for proteins with cytoplasmic localization and involvement in RNA processing or fatty acid biosynthetic processes.""",Strongly activates for proteins with a cytoplasmic location and associated with RNA-binding or fatty acid biosynthetic processes.
layer_10_neuron_58,"Strongly activates for proteins with moderate molecular weight, negative gravy scores, and significant helix and sheet fractions, indicating structural stability and membrane association.","""Strongly activates for sequences of membrane proteins with negative gravy scores."""
layer_10_neuron_54,Strongly activates for ribosome maturation factors located in the cytoplasm with similar molecular weights and isoelectric points.,Strongly activates for ribosome maturation factors with low to moderate molecular weight and negative or near-zero gravy scores.
layer_10_neuron_43,Strongly activates for bifunctional pantoate ligase/cytidylate kinase proteins involved in ATP-dependent biochemical processes.,Strongly activates for bifunctional pantoate ligase/cytidylate kinases involved in ATP-dependent biosynthetic processes for pantothenate.
layer_10_neuron_55,Strongly activates for proteins with ATP binding capabilities involved in cellular motility and cytoskeletal functions.,Strongly activates for proteins involved in ATP binding and cell motility with a high proportion of helical and sheet structures.
layer_10_neuron_57,Strongly activates for proteins with a high helix fraction and involvement in biosynthesis and metabolic pathways.,Strongly activates for proteins with high instability indices and negative gravy scores.
layer_10_neuron_62,Strongly activates for proteins involved in DNA recombination and repair with high helicity and ATP binding capability.,"Strongly activates for proteins involved in DNA recombination and repair, specifically those with helicase activity."
layer_10_neuron_64,"""Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.""","""Strongly activates for sequences of DNA-binding transcription factors with high molecular weight and positive regulation of transcription."""
layer_10_neuron_65,Strongly activates for nuclear segmentation proteins with negative gravy scores.,"Strongly activates for proteins with significant roles in segmentation, primarily located in the nucleus, and exhibiting a negative gravy score."
layer_10_neuron_59,"""Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.""",Strongly activates for proteins with a high charge at pH 7 and specific catalytic activities related to tRNA modification or phospholipase activity.
layer_10_neuron_67,"""Strongly activates for proteins involved in NAD biosynthesis with ATP binding activity.""",Strongly activates for proteins involved in NAD biosynthetic processes with a molecular weight around 23-52 kDa and a negative gravy score.
layer_10_neuron_72,Strongly activates for sequences of secreted metalloproteinases with proteolytic activity and metal ion binding functions.,Strongly activates for sequences of metalloproteinases with significant proteolytic activity and negative gravy scores.
layer_10_neuron_70,"""Strongly activates for sequences of proteins with a high charge at pH 7 and significant sheet fraction.""","""Strongly activates for proteins with a high charge at pH 7 and negative gravy scores."""
layer_10_neuron_63,"Strongly activates for proteins with significant binding functions, particularly those involved in cell adhesion and signaling pathways.","Strongly activates for proteins with varying molecular weights and negative gravy scores, involved in structural and signaling functions."
layer_10_neuron_71,Strongly activates for proteins with carboxylesterase activity involved in secondary metabolite biosynthesis.,Strongly activates for proteins with significant catalytic activity in hydrolysis and esterase functions.
layer_10_neuron_56,Strongly activates for glycosyltransferase proteins with a high instability index and significant charge at pH 7.,"""Strongly activates for proteins with high molecular weight and significant cytoplasmic or membrane localization involved in enzymatic activities."""
layer_10_neuron_68,Strongly activates for proteins with negative gravy scores and high molecular weights.,Strongly activates for proteins with significant metalloendopeptidase activity and a negative gravy score.
layer_10_neuron_60,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""",Strongly activates for proteins with GTP binding and GTPase activity.
layer_10_neuron_69,Strongly activates for multi-pass membrane proteins with high GRAVY scores and associated with G protein-coupled receptor activity.,Strongly activates for multi-pass membrane proteins with high gravy scores involved in G protein-coupled receptor activity.
layer_10_neuron_75,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with a significant proportion of beta-sheet structure involved in transport processes.
layer_10_neuron_66,Strongly activates for ribonucleases involved in type II toxin-antitoxin systems.,"""Strongly activates for proteins with a significant negative gravy score and associated with nuclease activity in toxic type II toxin-antitoxin systems."""
layer_10_neuron_61,Strongly activates for proteins with a high molecular weight and significant helix and sheet fractions.,Strongly activates for proteins with a high molecular weight (>30 kDa) and a significant proportion of beta-sheet structures.
layer_10_neuron_77,Strongly activates for multi-pass membrane proteins with high molar mass and significant sheet fraction.,Strongly activates for multi-pass membrane proteins with high isoelectric points and significant sheet fractions.
layer_10_neuron_74,Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.,Strongly activates for proteins with a high molecular weight and a notable helix or sheet fraction.
